text,class
"Dr Brunnedroog us Stäi isch achteggig (äigetlig viereggig mit abgschreegte Egge) und an dr Site stoot e chliiners Dröögli. Dr Brunnestock het e kwadratische Kwerschnitt (au mit abgschreegte Egge), isch verziert und oobedruf stoot d Skulptur vom Samson und dr Delila, wo d Delila im Samson mit ere Scheeri d Hoor abschniidet. Die bäide si noch dr Gschicht in dr Biible Liebhaber gsi. Dr israelitisch Richder Samson het dr Filistere Delila, wo zum Volk vo sine Find ghöört het, aber zerst nid welle verzelle, wiso er so stark isch, bis er s ere doch verroote het. D Delila het em druf, won er gschloofe het, sini Hoor abgschnitte, und er het si übermenschligi Chraft verloore. D Delila het denn de Filister grüeft und die häi em d Auge usgstoche und en in dr Tämpel vo iirem Gott Dagon brocht. Dört het dr Samson si Chraft zruggüberchoo und dr Tämpel zum Iisturz brocht und e Hufe Filister eso döödet.
",als
"Ustad Isa (استاد عيسى), traducido como Maestro Isa, fue un arquitecto persa o turco del siglo XVIII, a menudo identificado entre los principales arquitectos del mausoleo del Taj Mahal.
",spa
"Die Van-Nelle-Fabrik in Rotterdam (Rotterdam, Niederlande / Jan Brinkman und Leendert van der Vlugt). Produktion 2013, Erstausstrahlung am 13. September 2015.
",deu
"Fünf Sterne ist ein Dokumentarfilm aus dem Jahr 2017. Für Buch, Regie, Kamera und Ton zeichnete Annekatrin Hendel verantwortlich. Die Premiere war auf der 67. Berlinale in der Sektion „Panorama Dokumente“ 2017.
",deu
"En China, los matrimonios arreglados (baoban hunyin, 包辦婚姻) - a veces llamados matrimonios a ciegas (manghun, 盲婚) - fueron la norma hasta mediados del siglo XX. Un matrimonio era una negociación y decisión entre los padres y los miembros de mayor edad de ambas familias. Al niño y la niña se les informaba que llegado el momento debían casarse, sin el derecho a dar su consentimiento, incluso si estos nunca se habían conocido antes del día de la boda.[18]​[19]​[20]​
",spa
"Sintetiese klawerborde was sedert Seventeen Seconds (1980) deel van die klank van die groep, en dié het in betekenis toegeneem met hul uitgebreide gebruik op Disintegration (1989).
",afr
"D'Erdbebe entstehn dur raschi Bewegige un Ribig zwische Gsteispakete, während die andere gnennte Bispile wesetlich chleineri Bewegigsrate im Beriich vu Zentimeter pro Johr ufwiise. Higege len sich Gsteiner langsam zue Falte verbige (ohni z'breche), wenn d'Verschiebige numme einigi mm/Johr betrage un s'Gstei usriichend duktil isch. Produkte vu tektonische Prozesse sin doher oft metamorphi Gsteiner (Regionalmetamorphose) un dere ihri Merkmole wie e Schiferig oder Klüftig.
",als
"Samson Raphael Hirsch: Sefer Tehilim - Die Psalmen. Ein klassischer Psalmenkommentar, übersetzt und erläutert. (1883) Morascha, Baasel/Züüri 1995.
",als
"Se ha especulado mucho sobre la pérdida de varios de los integrantes de ¡¡Cachún Cachún Ra Ra!!, con una supuesta maldición, pero, estos trágicos decesos son cosas del destino, cosas que pasan, de tiempos, de situaciones, pero en realidad no hay nada de maldición.[4]​
",spa
"Das Instrument wurde von 1643 bis 1648 von Joachim Thiele in Rastenburg (polnisch Kętrzyn) gefertigt. Die Registermechanik ist aus Eichenholz und Schmiedeeisen gefertigt. Die Metallpfeifen sind stark bleihaltig. Die Flügelgemälde wurden 1651 fertiggestellt.
",deu
"Die Altersstruktur der Bevölkerung bestand zu 20,9 % aus unter 18-jährigen, zu 7,4 % aus 18 bis 24-jährigen, zu 22,9 % aus zwischen 25 und 44-jährigen, zu 34,0 % aus zwischen 45 und 64-jährigen und 14,8 % waren 65 Jahre oder älter. Das Durchschnittsalter betrug 44 Jahre. Auf 100 Frauen kamen 112,1 Männer, auf 100 Frauen im Alter von 18 Jahren kamen 104,3 Männer.
",deu
"Launschtroff (lothringisch; frànzeesch Launstroff, ditsch Launsdorf) ìsch e frànzeesche Gmein ìm Département Moselle ìn dr Region Grand Est (bìs 2015 Region Lothrìnge).
",als
"Der Wahlbezirk Galizien 7 war ein Wahlkreis für die Wahlen zum Abgeordnetenhaus im österreichischen Kronland Galizien. Der Wahlbezirk wurde 1907 mit der Einführung der Reichsratswahlordnung geschaffen und bestand bis zum Zusammenbruch der Habsburgermonarchie.
",deu
"Bronkhorst is onverwags op Woensdagaand 5 Augustus 1970 in die ouderdom van 68 jaar aan ’n hartaanval oorlede. Hy is op Maandagmiddag 10 Augustus 1970 vanuit die NG kerk Wynberg begrawe deur ’n plaaslike leraar en vriend, ds. J.G.F. van Rooyen. Bronkhorst het 10 jaar tot dié gemeente behoort, waar hy ouderling was, en ten tyde van sy dood in Little Evans, Rhodeslaan, Claremont, gewoon. Ds. D.J.J.S. Els, algemene sendingsekretaris van die NG Kerk, het tydens die roudiens namens die sending opgetree en ds. (later dr.) F.M. Gaum het die verrigtinge tydens die teraardebestelling in die Constantia-begraafplaas gelei.
",afr
"Zu der berühmtesten Sammlung einer Privatperson zählt sicherlich die Sammlung des Grafen Philipp la Renotière von Ferrary. Philipp von Ferrary konnte dank seines großen Vermögens so gut wie alle Weltraritäten kaufen. Zahlreiche Händler arbeiteten ausschließlich für ihn und suchten auf Auktionen auf der ganzen Welt nach den letzten fehlenden Stücken. Obwohl Philipp von Ferrary in Paris lebte, zog es ihn häufig nach Österreich und nach Deutschland. Er wurde schließlich österreichischer Staatsbürger, lebte aber weiterhin in Frankreich. Im Alter von 65 Jahren entschloss er sich, nach seinem Tode seine gesamten „Schätze“ dem von ihm sehr geschätzten Reichspostmuseum in Berlin zu hinterlassen. Der Erste Weltkrieg war jedoch bereits ausgebrochen und Philipp von Ferrary musste wegen seiner österreichischen Staatsangehörigkeit überstürzt in die Schweiz fliehen. Seine Sammlung hinterließ er vor seiner Abreise in der Österreichischen Botschaft. Die Sammlung (die aus ca. 120.000 Briefmarken bestand) wurde jedoch nach dem Krieg als Reparationszahlung angesehen und versteigert. Philipp von Ferrary erlebte die Zerstörung seines Lebenswerkes nicht mehr, da er ein Jahr vor Kriegsende verstarb. Die Versteigerung dauerte über sechs Jahre und brachte bis dahin nie erreichte Summen für die Briefmarken ein. Philipp von Ferrary war wohl auch der einzige Sammler in der Geschichte der Briefmarke, der von sich behaupten konnte, das Sammelgebiet „die ganze Welt“ komplett zu haben.
",deu
"Moldawies (limba moldovenească, лимба молдовеняскэ) is 'n ander naam vir Roemeens. Dit was tydens die Sowjetunie en vanaf 1994 tot 2013 die amptelike naam vir die Roemeense taal as amptelike taal van Moldowa. Die van die Moldawiërs gebruikte omgangstaal verskil van die in die Roemeense streek Moldau gebruikte s'n net effens, hoofsaaklik deur neologisme wat uit Russies oorgeneem is. In die westelike streek van Roemenië is leenwoorde hoofsaaklik uit Frans oorgeneem.
",afr
"im Norden über dem Rhein Wiesbaden-Schierstein und Wiesbaden-Biebrich, im Osten Mainz-Neustadt, im Süden Mainz-Gonsenheim sowie zu einem kleinen Teil Mainz-Hartenberg-Münchfeld und im Westen Budenheim.
",deu
"La retroalimentación negativa tiende a estabilizar un sistema corrigiendo las desviaciones del punto de ajuste y constituye el principal mecanismo que mantiene la homeostasis. Algunos ejemplos son la frecuencia cardíaca, la presión arterial, el ritmo respiratorio, el pH de la sangre, la temperatura corporal y la concentración osmótica de los fluidos corporales.
",spa
"Rio es una sarcástica chica de lengua picante. Rionetta tiene la forma de un muñeco viviente, y desea el premio en efectivo por ganar el Proyecto de Keek para pagar la deuda de su padre con la mafia. Ella es miembro del Equipo Clantail y su habilidad le permite manipular muñecos, incluyendo cualquier cosa con forma humanoide, como un juguete o un cadáver. Ella se alió con Melville y usó el cadáver de Yumenoshima Genopsycho para tratar de matar a @NyanNyan. Ella es la novena Chica Mágica en morir, siendo asesinada por Melville tras revelarse contra ella al ser incapaz de traicionar al Equipo Clantail.
",spa
"Eers elf minute later is die brandweer na die toneel ontbied en is pogings onderneem om die teaterbesoekers te red. Hierdie pogings is deur 'n verskeidenheid probleme belemmer en vertraag. So is die noodbeligting, wat eintlik deur olielampe voorsien sou word, blykbaar nie aangesteek nie. Die deure van die nooduitgange kon slegs na binne oopgemaak word en het die vlugtendes belemmer in hul poging om uit die brandende gebou te ontsnap. 'n Oop venster het 'n lugstroom na binne laat waai sodat die brand verder aangewakker is. Polisiemanne in die foyer het valslik geglo dat alle teatergangers reeds in veiligheid was en uitgeroep Alles gerettet! (""Almal is gered!""). Verdere reddingspogings is derhalwe gestaak.
",afr
"In 1855 is sy vrou Celina oorlede. Met die uitbreek van die Krimoorlog het Mickiewicz sy minderjarige kinders in Parys agtergelaat en na Konstantinopel in Turkye vertrek waar hy op 22 September 1855 aangekom het. Hy was van voorneme om Poolse magte vir die stryd teen Rusland te organiseer. Uiteindelik het hy saam met sy vriend Armand Levy, 'n Roemeen van Joodse afkoms, daarin geslaag om 'n Joodse legioen met Russiese en Palestynse vrywilligers, die Hussare van Israel, in die lewe te roep. Van 'n besoek aan 'n militêre kamp het hy siek na sy woonstel in Konstantinopel se Yenişehir-straat teruggekeer en is daar op 26 November aan cholera oorlede. Die huis waarin hy gebly het, is in 'n museum ter nagedagtenis aan Mickiewicz omgeskep.
",afr
"Steve sale con Karen Cairns, el 5 de junio de 2016 se anunció que la pareja le había dado la bienvenida a su primer bebé juntos, Frankie McFadden.[5]​[6]​
",spa
"Zu Beginn eines Spiels werden die Regelkarten gemischt und jeder Spieler erhält drei Karten auf die Hand, die übrigen Regelkarten werden als verdeckter Stapel bereitgelegt. Als nächstes werden die Stichkarten verdeckt gemischt und gleichmäßig an die Spieler verteilt. Nachdem die Spieler ihre Stichkarten angesehen haben, wählen sie aus ihren drei Regelkarten diejenige aus, die ihnen am geeignetsten erscheint. Die jeweils zwei verbleibenden Karten werden verdeckt abgelegt, sie werden in dem restlichen Spiel nicht mehr verwendet. Die gewählten Regelkarten werden von den Spielern gleichzeitig offen ausgelegt und bilden die Sonderregeln für die kommende Runde. Es gibt drei Arten von Regelkarten:
",deu
"El carisma se encuentra especificado en el artículo segundo de las nuevas constituciones.La compañía de San Pablo se propone de elevar humanamente y de animar con espíritu evangélico las actividades sociales e individuales de la vida. Sus miembros tienen el deber de estar atentos a los problemas contemporáneos intentando interpretar los signos de los tiempos y dar una respuesta que exprese una novedad y un servicio a la luz del evangelio. El ejemplo es San Pablo que se hizo todo para todos.[9]​
",spa
"Recherches archéologiques au col de Khair Khaneh, près de Kābul, avec la collaboration de Jean Carl (= Mémoires de la Délégation archéologique française en Afghanistan Bd. 7). Éditions d'art et d'histoire, Paris 1936.
",deu
"S Rokoko isch e Stil in dr öiropäische Kunst. Es het sich us em spoote Barock entwicklet und isch vo öbbe 1730 bis 1770/1780 gange. Si Usgangspunkt isch Frankriich gsi. Dr Naame Rokoko chunnt vom franzöösische Wort Rocaille ('Grotte- und Muschelwärk') noch eme Ornamäntmotiv, wo immer wider vorchoo isch und wo sich dur si Asümmetrii und dodrduur wie sich festi Vorbilder uflööse, vom Barock unterschäidet.
",als
"El núcleo del Cabañal-Cañamelar fue declarado BIC (Bien de Interés Cultural) a iniciativa del grupo parlamentario de Esquerra Unida del País Valencià (EU-PV), por la Generalitat Valenciana en el año 1993, entonces gobernada por el Partido Socialista del País Valencià (PSOE-PSPV). En el decreto se incide en la peculiaridad de la trama urbana del barrio, en las que se desarrolla una arquitectura popular de clara raigambre eclecticista.[18]​
",spa
"Die nuwe kerk se klok het op 18 November 1964 die eerste keer gelui en wel om kwart voor elf in die oggend. Op Saterdag 21 November het die gemeente om 15:00 in die saal byeengekom vir sang, Skriflesing en gebed. Daarna is die bouaannemers aan die woord gestel en was daar gelukwensings van die Ringsvoorsitter en die leraar van Uitenhage. Halfvier het die gemeente voor die nuwe kerk saamgekom en het Bronkhorst dit simbolies aan die gemeente oorhandig. Terwyl die gemeente die kerk binnegegaan het hulle die gebruiklike Ps. 100 gesing. Hierna het die wydingsdiens deur ds. G.J.U. Rothman gevolg. Op 22 November, met Nagmaal, is die nuwe kerk in gebruik geneem.
",afr
"Die Peugeot 508 is 'n groot gesinsmotor, in 2010 vrygestel deur die Franse motorvervaardiger Peugeot, en in Maart 2011 opgevolg met die 508 SW, 'n stasiewa.
",afr
"La población de La Isla se remonta a la época de colonización fenicia, pueblo que se asentó en ella alrededor del año 1100 a. C.. Posteriormente, los cartagineses sustituyeron a los fenicios en el control de ésta. Los romanos conocieron a la Isla de León como Antípolis. La zona vivió una época de crisis en la Edad Media, especialmente con la dominación visigoda. Desde el s. VIII hasta el s. XV se denominó El Lugar del Puente, desde 1493 o 1511 hasta 1729 se denominó La Isla de León.
",spa
"Die koloniale sekretaris het dr. Scholtz op 8 Februarie 1852 in kennis gestel dat die goewerneur, sir Harry Smith, die voorgestelde grense van die nuwe gemeente Zoutrivier goedgekeur en die Piketbergse leraar se aanstelling as konsulent goedgekeur het teen die vergoeding wat gewoonlik met dié amp gepaard gegaan het. Intussen het die trustees van die plaas Lange Kuil by die luitenant-goewerneur aansoek gedoen dat die naam van die te stigte dorp verander word na Hopefield na aanleiding van mnre. Hope, ""den vertegenwoordiger collecteur der Douane"", en Field, ""den fungerenden Secretaris van het Gouvernement"". Ná 'n skrywe van die koloniale sekretaris op 4 Mei 1853 aan die aktuarius van die Sinode word die naam van die nuwe gemeente van die Nederduitse Gereformeerde Kerk aan die Zoute Rivier in die afdeling Malmesbury in die Staatskoerant van 8 Mei 1853 as Hopefield afgekondig. Terselfdertyd verskyn die volgende beriggie in die Kerkbode: ""Het nieuwe dorp dat aan de Zouterivier naby Saldanhabaai sal word opgericht, zal de naam dragen van Hope-Field … Voor eenen leraar is van gouvernements wege toegekent £100 tot salaris.""
",afr
"Akwakultuur is die bedryf om met visse te boer of te teel. Akwakultuur word al lank in Suid-Afrika beoefen en spesies soos forel, baber, kurper en karp word geteel. Vis word geteel as 'n ekstra bron van voedsel, bestaande populasies aan te vul ter wille van oorlewing en vir die ornamentele mark; dit is die mark vir akwariums byvoorbeeld goudvisse. Die Suid-Afrikaanse Akwakultuur Assosiasie is in 1989 gestig.
",afr
"Hy is vanaf 1 Junie 1993 uitvoerende voorsitter van die Stigting vir Afrikaans, wat homself ten doel stel om Afrikaans op alle terreine en onder alle mense te bevorder. Vanaf 2004 is hy ook onder andere projekleier van die Afrikaanse Taaloudit, wat onder die vaandel van die Nasionale Forum vir Afrikaans (NFA) gedoen word en gesteun word deur die Akademie vir Wetenskap en Kuns. Hy dien ook op die bestuur van die Afrikaanse Taalraad en die NFA. In laasgenoemde hoedanigheid publiseer hy in 2006 die verslag “Op pad na ’n taalstrategie vir Afrikaans” en onder sy leierskap word taalberade in 2004 en 2007 gehou om te besin oor die pad vorentoe vir Afrikaans en die depolitisering van die taal. In verskeie ander meestal private dokumente sit hy die stand van Afrikaans in Suid-Afrika na demokrasie uiteen, onder andere “Verslag van ’n taaloudit oor Afrikaanse taalprojekte, verenigings en energieë” (2004), “Opname oor Afrikaanse projekte en aktiwiteite op ’n plaaslike munisipale vlak in Suid-Afrika” (2006), “Die Afrikaanse ""ons"" en die nodigheid van ’n Afrikaanse Taalraad” (2008) en “Die Afrikaanse Taalraad kom tot stand” (2008). Hy skryf ook talle vakkundige publikasies wat in tydskrifte verskyn en werk mee aan boeke soos “Afrikaans in Afrika” onder redaksie van Christo van Rensburg. As spreker lewer hy referate by verskeie plaaslike en internasionale taalkonferensies, waaronder in 2000 in Puerto Rico.
",afr
